category,name,parent,body_md,source,tags
feat,Strixhaven Initiate,,"## Strixhaven Initiate

**Prerequisite:** None

You have studied some magical theory and have learned a few spells associated with Strixhaven University.
Choose one of Strixhaven's colleges: Lorehold, Prismari, Quandrix, Silverquill, or Witherbloom. You learn two cantrips and one 1st-level spell based on the college you choose, as specified in the Strixhaven Spells table.
You can cast the chosen 1st-level spell without a spell slot, and you must finish a long rest before you can cast it in this way again. You can also cast the spell using any spell slots you have.
Your spellcasting ability for this feat's spells is Intelligence, Wisdom, or Charisma (choose when you select this feat).
*[Table: Strixhaven Spells]*
| College | Cantrips | 1st-Level Spell |
|---|---|---|
| Lorehold | Choose two from light, sacred flame, and thaumaturgy. | Choose one 1st-level cleric or wizard spell|spells|level=1|class=cleric;wizard. |
| Prismari | Choose two from fire bolt, prestidigitation, and ray of frost. | Choose one 1st-level bard or sorcerer spell|spells|level=1|class=bard;sorcerer. |
| Quandrix | Choose two from druidcraft, guidance, and mage hand. | Choose one 1st-level druid or wizard spell|spells|level=1|class=druid;wizard. |
| Silverquill | Choose two from sacred flame, thaumaturgy, and vicious mockery. | Choose one 1st-level bard or cleric spell|spells|level=1|class=bard;cleric. |
| Witherbloom | Choose two from chill touch, druidcraft, and spare the dying. | Choose one 1st-level druid or wizard spell|spells|level=1|class=druid;wizard. |

*Source: SCC*",SCC,feat;scc
feat,Strixhaven Mascot,,"## Strixhaven Mascot

**Prerequisite:** None

You have learned how to summon a Strixhaven mascot to assist you, granting you these benefits:
- You can cast the find familiar spell as a ritual. Your familiar can take the form of the mascot associated with the college you chose for the Strixhaven Initiate feat: a scc (Lorehold), an scc (Prismari), a scc (Quandrix), an scc (Silverquill), or a scc (Witherbloom).
- When you take the Attack action on your turn, you can forgo one attack to allow your mascot familiar to make one attack of its own with its reaction.
- If your mascot familiar is within 60 feet of you, you can teleport as an action, swapping places with the familiar. If your destination space is too small for you to occupy, the teleportation fails and is wasted. Once you teleport in this way, you can't do so again until you finish a long rest, unless you expend a spell slot of 2nd level or higher to do it again.

*Source: SCC*",SCC,feat;scc
subclass,Sun Soul,Monk,"## Sun Soul
*Monk Subclass*


*Source: SCAG or XG*",SCAG or XG,subclass;monk;scag
feat,Survivor,,"## Survivor

**Prerequisite:** None

You gain the following benefits.

**Hypervigilance.** Whenever you roll Initiative|XPHB, you can reroll the d20 if the number rolled is 9 or lower. You must use the new roll.

**Steel Yourself.** When you fail a saving throw to avoid or end the XPHB or XPHB condition, you can take a Reaction|XPHB to add a bonus to the roll, potentially causing it to succeed. The bonus is equal to your Proficiency|XPHB|Proficiency Bonus.
Once you take this Reaction|XPHB, you can't do so again until you finish a Long Rest|XPHB.

*Source: RHW*",RHW,feat;rhw
feat,Svirfneblin Magic,,"## Svirfneblin Magic

**Prerequisite:** Race: gnome

You have inherited the innate spellcasting ability of your ancestors. This ability allows you to cast nondetection on yourself at will, without needing a material component. You can also cast each of the following spells once with this ability: blindness/deafness, blur, and disguise self. You regain the ability to cast these spells when you finish a long rest.
Intelligence is your spellcasting ability for these spells, and you cast them at their lowest possible levels.

*Source: MTF*",MTF,feat;mtf
subclass,Swashbuckler,Rogue,"## Swashbuckler
*Rogue Subclass*


*Source: SCAG or XG*",SCAG or XG,subclass;rogue;scag
subclass,Swords,Bard,"## Swords
*Bard Subclass*


*Source: XGE*",XGE,subclass;bard;xge
feat,Symbiotic Being,,"## Symbiotic Being

**Prerequisite:** None

A second being resides within your body, offering knowledge and assistance while furthering its own agenda. You gain the following features.

**Entwined Existence.** The symbiote can't be targeted. If you die, so does your symbiote. If you are returned to life, your symbiote also revives.

**Second Mind.** You gain proficiency in one of the following skills: XPHB, XPHB, XPHB, XPHB, XPHB, XPHB, XPHB, XPHB, XPHB, or XPHB. You also know one additional language of your choice, chosen from the language tables in the Player's Handbook.

**Sustained Symbiosis.** When you fail a saving throw, you can take a Reaction|XPHB and expend one of your Hit Dice. Roll the die and add the number rolled to the saving throw, potentially turning the failure into a success.
You can use this feature a number of times equal to your Proficiency|XPHB|Proficiency Bonus, and you regain all expended uses when you finish a Long Rest|XPHB.

**Symbiotic Agenda.** Immediately after you make a D20 Test|XPHB and roll a 1 on the d20, your symbiote attempts to assert control. Make a Charisma saving throw (DC 13 plus your Proficiency|XPHB|Proficiency Bonus). On a failed save, you have the XPHB condition for 1d12 hours. While XPHB, you must try to follow the symbiote's commands and further its goals, as determined by the DM. Whenever you take damage, you can repeat this save, ending the effect on a success.
At the DM's discretion, you might make this saving throw whenever you act contrary to the symbiote's agenda.

*Source: RHW*",RHW,feat;rhw
race,Tabaxi,,"## Tabaxi

*Medium | Speed 30 ft.*

**Ability Score Increases:** DEX +2, CHA +1

### Racial Traits


**Age.** Tabaxi have lifespans equivalent to humans.

**Size.** Tabaxi are taller on average than humans and relatively slender. Your size is Medium.

**Darkvision.** You have a cat's keen senses, especially in the dark. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

**Feline Agility.** Your reflexes and agility allow you to move with a burst of speed. When you move on your turn in combat, you can double your speed until the end of the turn. Once you use this trait, you can't use it again until you move 0 feet on one of your turns.

**Cat's Claws.** Because of your claws, you have a climbing speed of 20 feet. In addition, your claws are natural weapons, which you can use to make unarmed strikes. If you hit with them, you deal slashing damage equal to 1d4 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike.

**Cat's Talents.** You have proficiency in the Perception and Stealth skills.

**Languages.** You can speak, read, and write Common and one other language of your choice.

**Languages:** Common

*Source: Volo's Guide to Monsters*",Volo's Guide to Monsters,race;medium;vgm
feat,Tavern Brawler,,"## Tavern Brawler

**Prerequisite:** None

Accustomed to rough-and-tumble fighting using whatever weapons happen to be at hand, you gain the following benefits:
- You are proficient with improvised weapons.
- Your unarmed strike uses a d4 for damage.
- When you hit a creature with an unarmed strike or an improvised weapon on your turn, you can use a bonus action to attempt to grapple the target.

*Source: PHB*",PHB,feat;phb
feat,Tavern Brawler,,"## Tavern Brawler

**Prerequisite:** None

You gain the following benefits.

**Enhanced Unarmed Strike.** When you hit with your Unarmed Strike|XPHB and deal damage, you can deal Bludgeoning damage equal to 1d4 plus your Strength modifier instead of the normal damage of an Unarmed Strike|XPHB.

**Damage Rerolls.** Whenever you roll a damage die for your Unarmed Strike|XPHB, you can reroll the die if it rolls a 1, and you must use the new roll.

**Improvised Weaponry.** You have proficiency with improvised weapons.

**Push.** When you hit a creature with an Unarmed Strike|XPHB as part of the XPHB action on your turn, you can deal damage to the target and also push it 5 feet away from you. You can use this benefit only once per turn.

*Source: XPHB*",XPHB,feat;xphb
subclass,Technomancy,Wizard,"## Technomancy
*Wizard Subclass*


*Source: UA:MM*",UA:MM,subclass;wizard;ua
feat,Telekinetic,,"## Telekinetic

**Prerequisite:** None

You learn to move things with your mind, granting you the following benefits:
- You learn the mage hand cantrip. You can cast it without verbal or somatic components, and you can make the spectral hand invisible. If you already know this spell, its range increases by 30 feet when you cast it. Its spellcasting ability is the ability increased by this feat.
- As a bonus action, you can try to telekinetically shove one creature you can see within 30 feet of you. When you do so, the target must succeed on a Strength saving throw (DC 8 + your proficiency bonus + the ability modifier of the score increased by this feat) or be moved 5 feet toward you or away from you. A creature can willingly fail this save.

*Source: TCE*",TCE,feat;tce
feat,Telekinetic,,"## Telekinetic

**Prerequisite:** None

You gain the following benefits.

**Minor Telekinesis.** You learn the XPHB spell. You can cast it without Verbal or Somatic components, you can make the spectral hand XPHB, and its range and the distance it can be away from you both increase by 30 feet when you cast it. The spell's spellcasting ability is the ability increased by this feat.

**Telekinetic Shove.** As a Bonus Action|XPHB, you can telekinetically shove one creature you can see within 30 feet of yourself. When you do so, the target must succeed on a Strength saving throw (DC 8 plus the ability modifier of the score increased by this feat and your Proficiency|XPHB|Proficiency Bonus) or be moved 5 feet toward or away from you.

*Source: XPHB*",XPHB,feat;xphb
feat,Telepathic,,"## Telepathic

**Prerequisite:** None

You awaken the ability to mentally connect with others, granting you the following benefits:
- You can speak telepathically to any creature you can see within 60 feet of you. Your telepathic utterances are in a language you know, and the creature understands you only if it knows that language. Your communication doesn't give the creature the ability to respond to you telepathically.
- You can cast the detect thoughts spell, requiring no spell slot or components, and you must finish a long rest before you can cast it this way again. Your spellcasting ability for the spell is the ability increased by this feat. If you have spell slots of 2nd level or higher, you can cast this spell with them.

*Source: TCE*",TCE,feat;tce
feat,Telepathic,,"## Telepathic

**Prerequisite:** None

You gain the following benefits.

**Telepathic Utterance.** You can speak telepathically to any creature you can see within 60 feet of yourself. Your telepathic utterances are in a language you know, and the creature understands you only if it knows that language. Your communication doesn't give the creature the ability to respond to you telepathically.

**Detect Thoughts.** You always have the XPHB spell prepared. You can cast it without a spell slot or spell components, and you must finish a Long Rest|XPHB before you can cast it in this way again. You can also cast it using spell slots you have of the appropriate level. Your spellcasting ability for the spell is the ability increased by this feat.

*Source: XPHB*",XPHB,feat;xphb
subclass,Tempest,Cleric,"## Tempest
*Cleric Subclass*


*Source: PHB*",PHB,subclass;cleric;phb
subclass,The Seeker,Warlock,"## The Seeker
*Warlock Subclass*


*Source: UA:F*",UA:F,subclass;warlock;ua
subclass,Theurgy,Wizard,"## Theurgy
*Wizard Subclass*


*Source: UA:AT*",UA:AT,subclass;wizard;ua
subclass,Thief,Rogue,"## Thief
*Rogue Subclass*


*Source: PHB*",PHB,subclass;rogue;phb
feat,Thrown Weapon Fighting,,"## Thrown Weapon Fighting

**Prerequisite:** None

When you hit with a ranged attack roll using a weapon that has the T|XPHB|Thrown property, you gain a +2 bonus to the damage roll.

*Source: XPHB*",XPHB,feat;xphb
background,Ticklebelly Nomad,,"## Ticklebelly Nomad

**Skill Proficiencies:** Animal handling, Nature
**Tool Proficiencies:** Herbalism kit

*Source: CoS(AL)*",CoS(AL),background;cos
race,Tiefling,,"## Tiefling

*Medium | Speed 30 ft.*

**Ability Score Increases:** INT +1, CHA +2

### Racial Traits


**Darkvision.** You have XPHB with a range of 60 feet.

**Fiendish Legacy.** You are the recipient of a legacy that grants you supernatural abilities. Choose a legacy from the Fiendish Legacies table. You gain the level 1 benefit of the chosen legacy.
When you reach character levels 3 and 5, you learn a higher-level spell, as shown on the table. You always have that spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it in that way when you finish a Long Rest|XPHB. You can also cast the spell using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for the spells you cast with this trait (choose the ability when you select the legacy).
*[Table: Fiendish Legacies]*
| Legacy | Level 1 | Level 3 | Level 5 |
|---|---|---|---|
| Abyssal | You have Resistance|XPHB to Poison damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Chthonic | You have Resistance|XPHB to Necrotic damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Infernal | You have Resistance|XPHB to Fire damage. You also know the XPHB cantrip. | XPHB | XPHB |

**Otherworldly Presence.** You know the XPHB cantrip. When you cast it with this trait, the spell uses the same spellcasting ability you use for your Fiendish Legacy Trait.

**Languages:** Common

*Source: Player's Handbook*",Player's Handbook,race;medium;phb
race,"Tiefling, Abyssal",Tiefling,"## Tiefling, Abyssal

*Medium | Speed 30 ft.*

**Ability Score Increases:** CON +1, CHA +2

### Racial Traits


**Darkvision.** You have XPHB with a range of 60 feet.

**Fiendish Legacy.** You are the recipient of a legacy that grants you supernatural abilities. Choose a legacy from the Fiendish Legacies table. You gain the level 1 benefit of the chosen legacy.
When you reach character levels 3 and 5, you learn a higher-level spell, as shown on the table. You always have that spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it in that way when you finish a Long Rest|XPHB. You can also cast the spell using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for the spells you cast with this trait (choose the ability when you select the legacy).
*[Table: Fiendish Legacies]*
| Legacy | Level 1 | Level 3 | Level 5 |
|---|---|---|---|
| Abyssal | You have Resistance|XPHB to Poison damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Chthonic | You have Resistance|XPHB to Necrotic damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Infernal | You have Resistance|XPHB to Fire damage. You also know the XPHB cantrip. | XPHB | XPHB |

**Otherworldly Presence.** You know the XPHB cantrip. When you cast it with this trait, the spell uses the same spellcasting ability you use for your Fiendish Legacy Trait.

**Languages:** Common

*Source: UA: That Old Black Magic 1*",UA: That Old Black Magic 1,race;medium;ua
race,"Tiefling, Baalzebul",Tiefling,"## Tiefling, Baalzebul

*Medium | Speed 30 ft.*

**Ability Score Increases:** INT +1, CHA +2

### Racial Traits


**Darkvision.** You have XPHB with a range of 60 feet.

**Fiendish Legacy.** You are the recipient of a legacy that grants you supernatural abilities. Choose a legacy from the Fiendish Legacies table. You gain the level 1 benefit of the chosen legacy.
When you reach character levels 3 and 5, you learn a higher-level spell, as shown on the table. You always have that spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it in that way when you finish a Long Rest|XPHB. You can also cast the spell using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for the spells you cast with this trait (choose the ability when you select the legacy).
*[Table: Fiendish Legacies]*
| Legacy | Level 1 | Level 3 | Level 5 |
|---|---|---|---|
| Abyssal | You have Resistance|XPHB to Poison damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Chthonic | You have Resistance|XPHB to Necrotic damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Infernal | You have Resistance|XPHB to Fire damage. You also know the XPHB cantrip. | XPHB | XPHB |

**Otherworldly Presence.** You know the XPHB cantrip. When you cast it with this trait, the spell uses the same spellcasting ability you use for your Fiendish Legacy Trait.

**Languages:** Common

*Source: Mordenkainen's Tome of Foes*",Mordenkainen's Tome of Foes,race;medium;mtf
race,"Tiefling, Devil's Tongue",Tiefling,"## Tiefling, Devil's Tongue

*Medium | Speed 30 ft.*

**Ability Score Increases:** INT +1, CHA +2

### Racial Traits


**Darkvision.** You have XPHB with a range of 60 feet.

**Fiendish Legacy.** You are the recipient of a legacy that grants you supernatural abilities. Choose a legacy from the Fiendish Legacies table. You gain the level 1 benefit of the chosen legacy.
When you reach character levels 3 and 5, you learn a higher-level spell, as shown on the table. You always have that spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it in that way when you finish a Long Rest|XPHB. You can also cast the spell using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for the spells you cast with this trait (choose the ability when you select the legacy).
*[Table: Fiendish Legacies]*
| Legacy | Level 1 | Level 3 | Level 5 |
|---|---|---|---|
| Abyssal | You have Resistance|XPHB to Poison damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Chthonic | You have Resistance|XPHB to Necrotic damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Infernal | You have Resistance|XPHB to Fire damage. You also know the XPHB cantrip. | XPHB | XPHB |

**Otherworldly Presence.** You know the XPHB cantrip. When you cast it with this trait, the spell uses the same spellcasting ability you use for your Fiendish Legacy Trait.

**Languages:** Common

*Source: Sword Coast Adventurer's Guide*",Sword Coast Adventurer's Guide,race;medium;scag
race,"Tiefling, Dispater",Tiefling,"## Tiefling, Dispater

*Medium | Speed 30 ft.*

**Ability Score Increases:** DEX +1, CHA +2

### Racial Traits


**Darkvision.** You have XPHB with a range of 60 feet.

**Fiendish Legacy.** You are the recipient of a legacy that grants you supernatural abilities. Choose a legacy from the Fiendish Legacies table. You gain the level 1 benefit of the chosen legacy.
When you reach character levels 3 and 5, you learn a higher-level spell, as shown on the table. You always have that spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it in that way when you finish a Long Rest|XPHB. You can also cast the spell using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for the spells you cast with this trait (choose the ability when you select the legacy).
*[Table: Fiendish Legacies]*
| Legacy | Level 1 | Level 3 | Level 5 |
|---|---|---|---|
| Abyssal | You have Resistance|XPHB to Poison damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Chthonic | You have Resistance|XPHB to Necrotic damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Infernal | You have Resistance|XPHB to Fire damage. You also know the XPHB cantrip. | XPHB | XPHB |

**Otherworldly Presence.** You know the XPHB cantrip. When you cast it with this trait, the spell uses the same spellcasting ability you use for your Fiendish Legacy Trait.

**Languages:** Common

*Source: Mordenkainen's Tome of Foes*",Mordenkainen's Tome of Foes,race;medium;mtf
race,"Tiefling, Feral",Tiefling,"## Tiefling, Feral

*Medium | Speed 30 ft.*

**Ability Score Increases:** DEX +2, INT +1

### Racial Traits


**Darkvision.** You have XPHB with a range of 60 feet.

**Fiendish Legacy.** You are the recipient of a legacy that grants you supernatural abilities. Choose a legacy from the Fiendish Legacies table. You gain the level 1 benefit of the chosen legacy.
When you reach character levels 3 and 5, you learn a higher-level spell, as shown on the table. You always have that spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it in that way when you finish a Long Rest|XPHB. You can also cast the spell using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for the spells you cast with this trait (choose the ability when you select the legacy).
*[Table: Fiendish Legacies]*
| Legacy | Level 1 | Level 3 | Level 5 |
|---|---|---|---|
| Abyssal | You have Resistance|XPHB to Poison damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Chthonic | You have Resistance|XPHB to Necrotic damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Infernal | You have Resistance|XPHB to Fire damage. You also know the XPHB cantrip. | XPHB | XPHB |

**Otherworldly Presence.** You know the XPHB cantrip. When you cast it with this trait, the spell uses the same spellcasting ability you use for your Fiendish Legacy Trait.

**Languages:** Common

*Source: Sword Coast Adventurer's Guide*",Sword Coast Adventurer's Guide,race;medium;scag
race,"Tiefling, Fierna",Tiefling,"## Tiefling, Fierna

*Medium | Speed 30 ft.*

**Ability Score Increases:** WIS +1, CHA +2

### Racial Traits


**Darkvision.** You have XPHB with a range of 60 feet.

**Fiendish Legacy.** You are the recipient of a legacy that grants you supernatural abilities. Choose a legacy from the Fiendish Legacies table. You gain the level 1 benefit of the chosen legacy.
When you reach character levels 3 and 5, you learn a higher-level spell, as shown on the table. You always have that spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it in that way when you finish a Long Rest|XPHB. You can also cast the spell using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for the spells you cast with this trait (choose the ability when you select the legacy).
*[Table: Fiendish Legacies]*
| Legacy | Level 1 | Level 3 | Level 5 |
|---|---|---|---|
| Abyssal | You have Resistance|XPHB to Poison damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Chthonic | You have Resistance|XPHB to Necrotic damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Infernal | You have Resistance|XPHB to Fire damage. You also know the XPHB cantrip. | XPHB | XPHB |

**Otherworldly Presence.** You know the XPHB cantrip. When you cast it with this trait, the spell uses the same spellcasting ability you use for your Fiendish Legacy Trait.

**Languages:** Common

*Source: Mordenkainen's Tome of Foes*",Mordenkainen's Tome of Foes,race;medium;mtf
race,"Tiefling, Glasya",Tiefling,"## Tiefling, Glasya

*Medium | Speed 30 ft.*

**Ability Score Increases:** DEX +1, CHA +2

### Racial Traits


**Darkvision.** You have XPHB with a range of 60 feet.

**Fiendish Legacy.** You are the recipient of a legacy that grants you supernatural abilities. Choose a legacy from the Fiendish Legacies table. You gain the level 1 benefit of the chosen legacy.
When you reach character levels 3 and 5, you learn a higher-level spell, as shown on the table. You always have that spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it in that way when you finish a Long Rest|XPHB. You can also cast the spell using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for the spells you cast with this trait (choose the ability when you select the legacy).
*[Table: Fiendish Legacies]*
| Legacy | Level 1 | Level 3 | Level 5 |
|---|---|---|---|
| Abyssal | You have Resistance|XPHB to Poison damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Chthonic | You have Resistance|XPHB to Necrotic damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Infernal | You have Resistance|XPHB to Fire damage. You also know the XPHB cantrip. | XPHB | XPHB |

**Otherworldly Presence.** You know the XPHB cantrip. When you cast it with this trait, the spell uses the same spellcasting ability you use for your Fiendish Legacy Trait.

**Languages:** Common

*Source: Mordenkainen's Tome of Foes*",Mordenkainen's Tome of Foes,race;medium;mtf
race,"Tiefling, Hellfire",Tiefling,"## Tiefling, Hellfire

*Medium | Speed 30 ft.*

**Ability Score Increases:** INT +1, CHA +2

### Racial Traits


**Darkvision.** You have XPHB with a range of 60 feet.

**Fiendish Legacy.** You are the recipient of a legacy that grants you supernatural abilities. Choose a legacy from the Fiendish Legacies table. You gain the level 1 benefit of the chosen legacy.
When you reach character levels 3 and 5, you learn a higher-level spell, as shown on the table. You always have that spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it in that way when you finish a Long Rest|XPHB. You can also cast the spell using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for the spells you cast with this trait (choose the ability when you select the legacy).
*[Table: Fiendish Legacies]*
| Legacy | Level 1 | Level 3 | Level 5 |
|---|---|---|---|
| Abyssal | You have Resistance|XPHB to Poison damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Chthonic | You have Resistance|XPHB to Necrotic damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Infernal | You have Resistance|XPHB to Fire damage. You also know the XPHB cantrip. | XPHB | XPHB |

**Otherworldly Presence.** You know the XPHB cantrip. When you cast it with this trait, the spell uses the same spellcasting ability you use for your Fiendish Legacy Trait.

**Languages:** Common

*Source: Sword Coast Adventurer's Guide*",Sword Coast Adventurer's Guide,race;medium;scag
race,"Tiefling, Levistus",Tiefling,"## Tiefling, Levistus

*Medium | Speed 30 ft.*

**Ability Score Increases:** CON +1, CHA +2

### Racial Traits


**Darkvision.** You have XPHB with a range of 60 feet.

**Fiendish Legacy.** You are the recipient of a legacy that grants you supernatural abilities. Choose a legacy from the Fiendish Legacies table. You gain the level 1 benefit of the chosen legacy.
When you reach character levels 3 and 5, you learn a higher-level spell, as shown on the table. You always have that spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it in that way when you finish a Long Rest|XPHB. You can also cast the spell using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for the spells you cast with this trait (choose the ability when you select the legacy).
*[Table: Fiendish Legacies]*
| Legacy | Level 1 | Level 3 | Level 5 |
|---|---|---|---|
| Abyssal | You have Resistance|XPHB to Poison damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Chthonic | You have Resistance|XPHB to Necrotic damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Infernal | You have Resistance|XPHB to Fire damage. You also know the XPHB cantrip. | XPHB | XPHB |

**Otherworldly Presence.** You know the XPHB cantrip. When you cast it with this trait, the spell uses the same spellcasting ability you use for your Fiendish Legacy Trait.

**Languages:** Common

*Source: Mordenkainen's Tome of Foes*",Mordenkainen's Tome of Foes,race;medium;mtf
race,"Tiefling, Mammon",Tiefling,"## Tiefling, Mammon

*Medium | Speed 30 ft.*

**Ability Score Increases:** INT +1, CHA +2

### Racial Traits


**Darkvision.** You have XPHB with a range of 60 feet.

**Fiendish Legacy.** You are the recipient of a legacy that grants you supernatural abilities. Choose a legacy from the Fiendish Legacies table. You gain the level 1 benefit of the chosen legacy.
When you reach character levels 3 and 5, you learn a higher-level spell, as shown on the table. You always have that spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it in that way when you finish a Long Rest|XPHB. You can also cast the spell using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for the spells you cast with this trait (choose the ability when you select the legacy).
*[Table: Fiendish Legacies]*
| Legacy | Level 1 | Level 3 | Level 5 |
|---|---|---|---|
| Abyssal | You have Resistance|XPHB to Poison damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Chthonic | You have Resistance|XPHB to Necrotic damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Infernal | You have Resistance|XPHB to Fire damage. You also know the XPHB cantrip. | XPHB | XPHB |

**Otherworldly Presence.** You know the XPHB cantrip. When you cast it with this trait, the spell uses the same spellcasting ability you use for your Fiendish Legacy Trait.

**Languages:** Common

*Source: Mordenkainen's Tome of Foes*",Mordenkainen's Tome of Foes,race;medium;mtf
race,"Tiefling, Mephistopheles",Tiefling,"## Tiefling, Mephistopheles

*Medium | Speed 30 ft.*

**Ability Score Increases:** INT +1, CHA +2

### Racial Traits


**Darkvision.** You have XPHB with a range of 60 feet.

**Fiendish Legacy.** You are the recipient of a legacy that grants you supernatural abilities. Choose a legacy from the Fiendish Legacies table. You gain the level 1 benefit of the chosen legacy.
When you reach character levels 3 and 5, you learn a higher-level spell, as shown on the table. You always have that spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it in that way when you finish a Long Rest|XPHB. You can also cast the spell using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for the spells you cast with this trait (choose the ability when you select the legacy).
*[Table: Fiendish Legacies]*
| Legacy | Level 1 | Level 3 | Level 5 |
|---|---|---|---|
| Abyssal | You have Resistance|XPHB to Poison damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Chthonic | You have Resistance|XPHB to Necrotic damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Infernal | You have Resistance|XPHB to Fire damage. You also know the XPHB cantrip. | XPHB | XPHB |

**Otherworldly Presence.** You know the XPHB cantrip. When you cast it with this trait, the spell uses the same spellcasting ability you use for your Fiendish Legacy Trait.

**Languages:** Common

*Source: Mordenkainen's Tome of Foes*",Mordenkainen's Tome of Foes,race;medium;mtf
race,"Tiefling, Winged",Tiefling,"## Tiefling, Winged

*Medium | Speed 30 ft.*

**Ability Score Increases:** INT +1, CHA +2

### Racial Traits


**Darkvision.** You have XPHB with a range of 60 feet.

**Fiendish Legacy.** You are the recipient of a legacy that grants you supernatural abilities. Choose a legacy from the Fiendish Legacies table. You gain the level 1 benefit of the chosen legacy.
When you reach character levels 3 and 5, you learn a higher-level spell, as shown on the table. You always have that spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it in that way when you finish a Long Rest|XPHB. You can also cast the spell using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for the spells you cast with this trait (choose the ability when you select the legacy).
*[Table: Fiendish Legacies]*
| Legacy | Level 1 | Level 3 | Level 5 |
|---|---|---|---|
| Abyssal | You have Resistance|XPHB to Poison damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Chthonic | You have Resistance|XPHB to Necrotic damage. You also know the XPHB cantrip. | XPHB | XPHB |
| Infernal | You have Resistance|XPHB to Fire damage. You also know the XPHB cantrip. | XPHB | XPHB |

**Otherworldly Presence.** You know the XPHB cantrip. When you cast it with this trait, the spell uses the same spellcasting ability you use for your Fiendish Legacy Trait.

**Languages:** Common

*Source: Sword Coast Adventurer's Guide*",Sword Coast Adventurer's Guide,race;medium;scag
